name,type,required,status,values,category_ids
"Model",dropdown,1,1,"5.18|5.21|6.26|6.32|6.37|7.30|7.38|7.42|7.45|9.30|9.35|9.40|9.45|10.50|10.56|12.40|12.56|14.42|14.50|17.40|17.44|21.50|30.9|Storm|Hercules|Hercules Plus|Agri Max|Agri Plus|Agri Farmer|Agri Farmer Special|Agri Telescopic|Zeus|Argos|Icarus|Icarus 40|Icarus 50|Agri Heavy|Agri Giant|Pegasus|Pegasus 38|Pegasus 40|Pegasus 45|Pegasus 50|Runner|Runner 40|Runner 45","3479"
"Model",dropdown,1,1,"L213|L216|L218|L220|L221|L228|L230|R070|R085|R105|R135|R140|R175|R185|R190|R205|R215|R220|R265|R270|V270|V310|V330|V400|V417|V420|V519|V723|AL340|AL440|AL540|RT25|RT40|RT75|1025R|2025R|2032R|2038R|3025E|3032E|3033R|3039R|3043D|3046R|3640|4044M|4052M|4066M|4640|5045E|5055E|5065E|5075E|5083E|5085M|5100E|5100M|5115M|5115R|5125R|5640|6105R|6110R|6120R|6130R|6140R|6145R|6155R|6175R|6195R|6215R|310SL|310L|315SL|410L|410E|710L|750J|750K|764|850K|950K|1050K|4520|5520|GBL 844|FT4","3480"
"Model",dropdown,1,1,"HD+ 9|HD+ 10|HD+ 12|HD+ 14|HD 10|HD 10C|HD 12|HD 13|HD 14|HD 70|HD 75|HD 80|HD 85|HD 90|HD 98|HD 99|HD 110|HD 130|HD 138|HD 140|HD 158|H7|H9|H10|H11|H13|H16|H18|H20|H25|C 2.6|C 3.3|C 4.4|C 5.4|C 5.6|HP 180|HP 280|HP 300|2414|2416|2418|2420|3307|3311|3411|3414|3420|4012|4014|4016|5014|5018|GRW 10|GRW 12|GRW 14|GRW 18|GRW 24|GRW 280|Pivot Steer|ARW 65","3481"
"Model",dropdown,1,1,"HMK 60|HMK 62|HMK 80|HMK 82|HMK 102B|HMK 102S|HMK 130LC|HMK 140LC|HMK 140W|HMK 160|HMK 200W|HMK 210W|HMK 220LC|HMK 230LC|HMK 240LC|HMK 300LC|HMK 310LC|HMK 340LC|HMK 370LC|HMK 390LC|HMK 490LC|HMK 540LC|HMK 620LC|HMK 640MG|HMK 635|HMK 640LC|HMK 640SM|HMK 600MG|HL 730|HL 740|HL 750|HL 756|HL 757|HL 760|HL 765|HL 770|HL 940|HL 950|HL 955|HL 960|HL 965|HL 970|HG 110|HG 120|HG 140|HG 180|HB 100|HB 120|HA 170|HA 190|HA 250|HA 260","3482"
"Model",dropdown,1,1,"ZX10U|ZX14|ZX17U|ZX19U|ZX26U|ZX27U|ZX29U|ZX33U|ZX35U|ZX38U|ZX48U|ZX50U|ZX52U|ZX55U|ZX60|ZX65USB|ZX70|ZX75US|ZX80|ZX85US|ZX110|ZX120|ZX130|ZX130LCN|ZX135US|ZX140W|ZX145W|ZX160LC|ZX160W|ZX170W|ZX180LC|ZX190W|ZX200|ZX210|ZX210LC|ZX210LCH|ZX210W|ZX220W|ZX225US|ZX240|ZX240N|ZX250|ZX250H|ZX250LC|ZX260LCH|ZX270|ZX280LC|ZX290LC|ZX300|ZX330|ZX350|ZX350H|ZX350LC|ZX360|ZX380|ZX400LCH|ZX450|ZX470|ZX490|ZX490LCH|ZX520|ZX530|ZX670|ZX690|ZX870|ZX890|EX1200|EX1900|EX2500|EX2600|EX3600|EX5500|EX5600|EX8000|ZW40|ZW50|ZW65|ZW80|ZW100|ZW120|ZW140|ZW150|ZW180|ZW220|ZW250|ZW310|ZW330|ZW370|ZW550","3483"
"Model",dropdown,1,1,"R16|R17Z|R25Z|R27Z|R30Z|R35Z|R38|R50CR|R55|R55W|R60|R60CR|R60W|R62CR|R75CR|R77CR|R80CR|R100CR|R125LCR|R140LC|R140W|R145LCR|R160LC|R160W|R170W|R180LC|R180W|R200W|R210LC|R210NLC|R210W|R215VS|R220LC|R235LCR|R260LC|R290LC|R300LC|R320LC|R330LC|R350LC|R380LC|R430LC|R480LC|R500LC|R520LC|R800LC|R900LC|R1200|HL720|HL730|HL740|HL757|HL760|HL770|HL780|HL940|HL955|HL960|HL970|HL975|HL980|HB90|HB100|HB205A|HB215|HB335|HDF15|HDF18|HDF20|HDF25|HDF30|HDF35|HDF40|HDF50|HDF70|HBF15|HBF18|HBF20|HBF25|HBF30|HBF32|15BT|18BT|20BT|25D|30D|35D|40D|50D","3484"
"Model",dropdown,1,1,"1CX|1CXT|2CX|2CXL|2DX|3CX|3CX Compact|3CX Contractor|3CX Super|3DX|3DX Super|4CX|4CX Contractor|4CX Super|4DX|5CX|5CX Wastemaster|8008|8010|8014|8015|8016|8017|8018|8020|8025|8026|8030|8035|8040|8045|8050|8055|8060|8065|8080|8085|19C|48Z|51R|52D|55Z|57C|65R|67C|85Z|86C|90Z|100C|115W|130|131|140X|145W|150X|160W|180|180NLC|191|205T|210|210X|215|220|220X|225|225LC|245XR|305|330|340|370|380|520|531-70|532-70|533-105|535-95|535-125|535-140|536-60|536-70|537-135|540-140|540-170|540-200|541-70|550-80|560-80|Fastrac 3185|Fastrac 3200|Fastrac 3230|Fastrac 4160|Fastrac 4190|Fastrac 4220|Fastrac 8250|Fastrac 8280|Fastrac 8310|Fastrac 8330|Hydradig|VM115|VM137|VM166|VM200|VM215|VMT260|VMT380|VMT430|VMT860","3485"
"Model",dropdown,1,1,"26G|30G|35G|50G|60G|75G|85G|120C|130G|160G LC|180G LC|200D LC|210G LC|210P LC|220D W|230G LC|245G LC|250D LC|250G LC|290G LC|300G LC|345G LC|350G LC|350P LC|380G LC|380P LC|400G LC|470G LC|470P LC|670G LC|700L|750K|764 HSD|764L|850K|850L|1050K|180CW|190D W|190E W|190G W|220E W|244K|244L|324K|344L|444K|444L|524K|544K|544L|624K|624L|644K|644L|724K|744L|824K|844K|844L|904K|944K|230L C|310L|310SL|315SL|325G|325SL|410L|410K|410SL|450P LC|470 SLC|TH210|TH310|TH320|TH357D|TH403D|TH417D|TH514D|TH514C|TH60|TH62|TL642C|TL642D|TL943C|TL943D|TL1055C|TL1055D|TL1255C|TL1255D","3486"
"Model",dropdown,1,1,"EFG 110|EFG 113|EFG 115|EFG 116|EFG 118|EFG 213|EFG 215|EFG 216|EFG 218|EFG 220|EFG 316|EFG 316k|EFG 318|EFG 318k|EFG 320|EFG 320k|EFG 325|EFG 425|EFG 425k|EFG 425ks|EFG 430|EFG 430k|EFG 430ks|EFG 535|EFG 540|EFG 545|EFG 545k|EFG 550|DFG 316|DFG 316s|DFG 318|DFG 320|DFG 320s|DFG 425|DFG 425s|DFG 430|DFG 430s|DFG 435|DFG 435s|DFG 540|DFG 545|DFG 545s|DFG 550|DFG 550s|DFG 660|DFG 680|DFG 690|TFG 316|TFG 316s|TFG 318|TFG 320|TFG 320s|TFG 420|TFG 420s|TFG 425|TFG 425s|TFG 430|TFG 430s|TFG 435|TFG 435s|TFG 540|TFG 545|TFG 545s|TFG 550|TFG 550s|TFG 660|TFG 680|TFG 690|ETV 110|ETV 112|ETV 114|ETV 116|ETV 214|ETV 216|ETV 318|ETV 320|ETV 325|ETV Q20|ETV Q25|EJC 110|EJC 112|EJC 212|EJC 214|EJC 216|EJE 116|EJE 118|EJE 120|EJE 122|EJE 125|ERE 120|ERE 125|ERE 225|ERE 230|EKS 110|EKS 208|EKS 210|EKS 308|EKS 312","3487"
"Model",dropdown,1,1,"SK007|SK008|SK009|SK010|SK014|SK017SR|SK020SR|SK024|SK025SR|SK026|SK027|SK028|SK030SR|SK035SR|SK040|SK045|SK050|SK055SR|SK058|SK060|SK070SR|SK075SR|SK080|SK140SR|SK140SRLC|SK200|SK210D|SK210LC|SK210NLC|SK230SRLC|SK235SRLC|SK260LC|SK270D|SK295LC|SK300LC|SK330|SK350LC|SK380D|SK400D|SK450|SK480LC|SK490LC|SK500LC|SK520LC|SK850LC|SK1000D|SK1300D|SK2600D|SK3500D|SK75|SK80|SK85|SK135|SK200SR|SK300|SK330LC|SK380LC|SK480|SK850|ED160 Blade Runner|ED195","3488"
"Model",dropdown,1,1,"PC01|PC05|PC09|PC12R|PC14R|PC16R|PC18|PC20|PC22|PC24|PC26|PC27|PC30|PC35|PC40|PC45|PC55|PC58|PC60|PC70|PC78US|PC80|PC88|PC95|PC110|PC120|PC130|PC138|PC160|PC170|PC180|PC200|PC200i|PC210|PC210LCi|PC228US|PC240|PC240i|PC250|PC270|PC290|PC300|PC308|PC350|PC360|PC390|PC400|PC450|PC490|PC600|PC700|PC800|PC850|PC1250|PC1500|PC2000|PC3000|PC4000|PC5500|PC7000|PC8000|PW98MR|PW118|PW128|PW140|PW148|PW160|PW170|PW180|PW200|PW220|WA50|WA65|WA70|WA80|WA90|WA100|WA150|WA180|WA200|WA250|WA270|WA300|WA320|WA380|WA400|WA430|WA470|WA480|WA500|WA600|WA700|WA800|WA900|WA1200|D21|D31|D37|D39|D41|D51|D61|D65|D85|D155|D275|D355|D375|D475|D575|GD555|GD655|GD675|HM300|HM350|HM400|HD255|HD325|HD405|HD465|HD605|HD785|HD985|HD1500|730E|830E|860E|930E|960E|980E","3489"
"Model",dropdown,1,1,"K008|KX008|KX012|KX015|KX016|KX018|KX019|KX024|KX027|KX033|KX037|KX040|KX042|KX057|KX060|KX71|KX80|KX91|KX121|KX161|KX185|KX251|U10|U15|U17|U20|U25|U27|U30|U35|U45|U48|U50|U55|U56|U60|U80|R065|R080|R090|R310|R320|R340|R420|R520|R530|RT25|RT28|RT29|RT210|RT220|RT250|RT270|RT280|RT300|RT320|RT350|SSV65|SSV75|SVL65|SVL75|SVL95|SVL97|STV36|STV40|KC70|M59|M62|MX10","3490"
"Model",dropdown,1,1,"A900|A904|A910|A912|A914|A916|A918|A920|A922|A924|A926|A936|A944|A946|R900|R904|R914|R916|R918|R920|R922|R924|R926|R930|R936|R944|R945|R946|R950|R960|R970|R974|R976|R980|R984|L504|L506|L507|L508|L509|L514|L518|L524|L526|L528|L538|L542|L546|L550|L556|L560|L566|L576|L580|L586|PR714|PR716|PR724|PR726|PR734|PR736|PR744|PR746|PR754|PR756|PR764|PR766|PR776|SR714|SR724|SR734|SR744|T914|T920|LTM 1030|LTM 1040|LTM 1045|LTM 1050|LTM 1055|LTM 1060|LTM 1070|LTM 1090|LTM 1095|LTM 1100|LTM 1120|LTM 1130|LTM 1150|LTM 1200|LTM 1220|LTM 1250|LTM 1300|LTM 1350|LTM 1400|LTM 1450|LTM 1500|LTM 1750|LTM 11200|LTC 1045|LTC 1050|LTC 1055|LTF 1030|LTF 1035|LTF 1045|MK88|MK100|MK110|MK140|LHM 180|LHM 280|LHM 400|LHM 500|LHM 550|LHM 600|LHM 800|HS 855|HS 875|HS 885|HS 895|HS 8100|HS 8120|HS 8130|HS 8300|LR 1100|LR 1130|LR 1160|LR 1200|LR 1250|LR 1280|LR 1300|LR 1350|LR 1400|LR 1500|LR 1600|LR 1750|LR 11000|LR 11350|LR 13000","3491"
"Model",dropdown,1,1,"H2.0|H2.5|H3.0|H3.5|H4.0|H4.5|H5.0|H5.5|H6.0|H7.0|H8.0|H10D|H12D|H14D|H16D|H18D|H20D|H25D|H30D|H35D|H40D|H45D|H50D|H60D|H70D|H80D|H100D|H110D|H120D|H135D|H155D|H160D|H180D|H200D|H250D|H280D|H300D|H360D|H400D|H450D|H550D|H600D|H700D|H800D|E2.0|E2.5|E3.0|E3.5|E4.0|E4.5|E5.0|E5.5|E6.0|E7.0|E8.0|E10|E12|E14|E16|E16C|E18|E20|E25|E30|E35|E40|E45|E50|E60|E70|E80|EW60|EW65|T2.0|T2.5|T3.0|T3.5|T4.0|T6.0|T7.0|T8.0|T10|T16|T20|T25|T30|T35|P1.5|P1.8|P2.0|P2.2|P2.5|P3.0|P3.5|P4.0|P4.5|P5.0|P6.0|P7.0|P8.0|P10|P16|P20|P25|P30|P40|P50|P60|P80|P100|P110|P135|P155","3492"
"Model",dropdown,1,1,"CLG904D|CLG906D|CLG906E|CLG907E|CLG908D|CLG908E|CLG909D|CLG909E|CLG910F|CLG913D|CLG915D|CLG915E|CLG920D|CLG920E|CLG922D|CLG922E|CLG923D|CLG925D|CLG925E|CLG927E|CLG930D|CLG933E|CLG936D|CLG936E|CLG939D|CLG945E|CLG948E|CLG950E|CLG958E|CLG970E|CLG990F|CLG712|CLG820|CLG825|CLG833|CLG835|CLG836|CLG842|CLG848|CLG850|CLG855|CLG856|CLG856H|CLG860|CLG860H|CLG862|CLG862H|CLG866|CLG866H|CLG870|CLG870H|CLG877|CLG877H|CLG880|CLG880H|CLG888|CLG890|CLG612G|CLG614G|CLG618|CLG627R|CLG414|CLG414A|CLG414B|CLG416A|CLG418|CLG418A|T936L|TC16|TC35|TC48|TC55|TC75|TC85|TC108|TC136|TC156","3493"
"Model",dropdown,1,1,"MT 420|MT 520|MT 523|MT 620|MT 625|MT 625H|MT 732|MT 732H|MT 833|MT 932|MT 932H|MT 1030|MT 1030H|MT 1033|MT 1135|MT 1235|MT 1235H|MT 1335|MT 1440|MT 1440H|MT 1540|MT 1640|MT 1740|MT 1840|MT 1840H|MT 2150|MRT 1432|MRT 1542|MRT 1640|MRT 1742|MRT 1850|MRT 2145|MRT 2150|MRT 2540|MRT 2550|MRT 2660|MRT 3050|MRT 3060|MLT 523|MLT 526|MLT 627|MLT 630|MLT 634|MLT 635|MLT 730|MLT 731|MLT 732|MLT 733|MLT 737|MLT 741|MLT 742|MLT 840|MLT 845|MLT 940|MLT 960|MLT 961|MC 85|MC 95|MC 105|MC 115|MC 130|MI 20|MI 25|MI 25D|MI 30|MI 35|TM 300|TM 600|TMM 25|TMM 28|TMM 55|TMM 100|TMM 150|MT 625 E|MT 625 E 75V","3494"
"Model",dropdown,1,1,"P20.6|P25.6|P25.9|P27.6|P27.9|P30.6|P30.9|P32.6|P32.7|P35.9|P38.13|P40.7|P40.9|P40.13|P40.17|P50.9|P50.13|P50.18|P60.9|P60.10|P65.14|P70.10|P75.10|P100.10|P120.10|P130.10|P140.10|Roto 35.7|Roto 38.14|Roto 38.16|Roto 40.14|Roto 40.16|Roto 40.18|Roto 40.25|Roto 40.26|Roto 45.19|Roto 45.21|Roto 50.21|Roto 50.26|Roto 60.16|Roto 60.19|Roto 60.24|Roto 70.24|Roto 70.28|Turbofarmer 28.9|Turbofarmer 30.7|Turbofarmer 30.9|Turbofarmer 33.7|Turbofarmer 33.9|Turbofarmer 35.7|Turbofarmer 38.10|Turbofarmer 42.7|Turbofarmer 45.11|Turbofarmer 50.8|Multifarmer 26.6|Multifarmer 30.6|Multifarmer 30.9|Panoramic P50.8|Panoramic P60.9|Panoramic P65.14|Panoramic P72.10|Panoramic P75.8|TF30.9|TF33.7|TF33.9|TF35.7|TF38.10|TF42.7|TF45.11|TF50.8","3495"
"Model",dropdown,1,1,"B95C|B100C|B100CTC|B110C|B110CTC|B115C|E10C|E13C|E15C|E17C|E18C|E23C|E26C|E27C|E33C|E35C|E37C|E50C|E55C|E57C|E60C|E75C|E80C|E85C|E88C|E140C|E145C|E150C|E175C|E195C|E210C|E215C|E235C|E250C|E260C|E300C|E305C|E335C|E380C|E385C|E435C|E485C|E550C|E750C|E850C|W95C|W110C|W110D|W130C|W130D|W150C|W150D|W170C|W170D|W190C|W190D|W200C|W200D|W250D|W330C|L70C|L75C|L90C|L110C|L115C|L120C|L150C|L180C|L220C|L318|L321|L325|L328|L330C|L342C|L350C|L350F|L355C|L355F|L380C|L381C|L538C|L555C|L556C|L566C|L576C|L580C|L586C","3496"
"Model",dropdown,1,1,"SY16C|SY18C|SY20C|SY26U|SY35U|SY50U|SY55C|SY60C|SY65C|SY75C|SY80U|SY95C|SY135C|SY155C|SY195C|SY205C|SY215C|SY235C|SY245H|SY265C|SY285C|SY305C|SY305H|SY335C|SY365C|SY385H|SY395H|SY465C|SY465H|SY485H|SY500H|SY550H|SY700C|SY750H|SY870H|SY980H|SW30|SW40|SW75|SW82|SW85|SW95|SW105|SWL2810|SWL2820|SWL3210|SWL3220|SWL3230|SWL4018|SWL4018H|SWL5018|SWL5018H|SWL5028|SWL5028H|SWL6018|SWL6028|SWL7018|SWL7028|SWL8018|SWL8028|STL820|STL830|STL953|STL956|STL958|STL963|STL966|STL973|STL976|STC120C|STC160C|STC200|STC250|STC300|STC500|STC750|STC800|STC1000|SSR120|SSR180|SSR200|SSR220|SSR260|STR100-6|STR130-6|STR160-6","3497"
"Model",dropdown,1,1,"TB007|TB008|TB014|TB016|TB015|TB108|TB014|TB016|TB016E|TB20e|TB20R|TB23R|TB25R|TB26|TB108|TB125|TB138|TB138FR|TB145|TB153FR|TB175|TB180FR|TB210R|TB215R|TB216|TB217|TB219|TB219E|TB225|TB228|TB230|TB235|TB240|TB250|TB257FR|TB260|TB270|TB285|TB290|TB295|TB370|TB1135|TB1140|TL6|TL8|TL10|TL12|TL120|TL130|TL150|TL210|TL220|TL230|TL250|TW65|TW80|TW95|TW110|TV800|TV1000|TV1200|TB2150|TB2450|TBR145","3498"
"Model",dropdown,1,1,"TC15|TC16|TC20|TC25|TC29|TC35|TC37|TC45|TC48|TC50|TC60|TC65|TC75|TC85|TC95|TC100|TC110|TC125|TW65|TW75|TW80|TW85|TW95|TW110|TW140|TW160|TW190|TL60|TL65|TL70|TL80|TL85|TL100|TL120|TL130|TL140|TL150|TL60A|TL70A|TL80A|TL100A|TL120V|TL130V|TL140V|TL150V|TS65|TS80|TS90|TS100|TS110|TS115|TS125|TS135|Finlay 390|Finlay 595|Finlay 683|Finlay 694|Finlay 784|Finlay 883|Finlay 893|Finlay 984|Finlay C-1540|Finlay J-960|Finlay J-1160|Finlay J-1170|Finlay J-1175|Finlay J-1480|Finlay I-100|Finlay I-110|Finlay I-120|Pegson XA400|Pegson XA750|Pegson XR400|Pegson 1100x650|Pegson 1165|Pegson 1300 Maxtrak|Demag AC25|Demag AC30|Demag AC35|Demag AC40|Demag AC45|Demag AC50|Demag AC55|Demag AC60|Demag AC100|Demag AC130|Demag AC160|Demag AC200|Demag AC250|Demag AC300|Demag AC350|Demag AC500|Demag AC700|Demag AC1000|Demag CC1400|Demag CC2200|Demag CC2800|Demag CC3800|Demag CC6800|Demag CC8800","3499"
"Model",dropdown,1,1,"7FBE10|7FBE13|7FBE15|7FBE18|7FBE20|7FBMF16|7FBMF18|7FBMF20|7FBMF25|7FBMF30|7FBMF35|7FBMF40|7FBMF45|7FBMF50|8FBE15|8FBE18|8FBE20|8FBM16|8FBM18|8FBM20|8FBM25|8FBMK16|8FBMK18|8FBMK20|8FBMK25|8FBN15|8FBN18|8FBN20|8FBN25|8FBN30|8FD10|8FD14|8FD15|8FD18|8FD20|8FD25|8FD30|8FD35|8FD40|8FD45|8FD50|8FD60|8FD70|8FD80|8FDF15|8FDF18|8FDF20|8FDF25|8FDF30|8FG10|8FG14|8FG15|8FG18|8FG20|8FG25|8FG30|8FG35|8FG40|8FG45|8FG50|8FGC15|8FGC18|8FGC20|8FGC25|8FGC33|8FGCU15|8FGCU18|8FGCU20|8FGCU25|8FGCU30|8FGCU32|8FGF15|8FGF18|8FGF20|8FGF25|8FGF30|BT Levio LPE200|BT Levio LWE130|BT Levio LWE140|BT Levio LWE160|BT Levio LWE180|BT Levio LWE200|BT Levio LWE250|BT Reflex RRE120|BT Reflex RRE140|BT Reflex RRE160|BT Reflex RRE180|BT Reflex RRE200|BT Reflex RRE250|BT Reflex RRE270|BT Reflex BRE125|BT Reflex BRE150|BT Staxio SWE080|BT Staxio SWE100|BT Staxio SWE120|BT Staxio SWE140|BT Staxio SWE160|BT Staxio SWE200|BT Vector VCE150A|BT Vector VCE150F|BT Vector VCE200|BT Vector VCE200F|BT Optio OSE100|BT Optio OSE100W|BT Optio OSE120|BT Optio OSE180|BT Optio OSE200|BT Optio OSE250|BT Optio OSE250P|Tracto TWE130|Tracto THR160","3500"
"Model",dropdown,1,1,"EC13|EC14|EC15|EC17|EC18|EC20|EC22|EC25|EC27|EC30|EC35|EC40|EC50|EC55|EC60|EC70|EC75|EC80|ECR10|ECR18|ECR25|ECR28|ECR35|ECR38|ECR40|ECR50|ECR58|ECR88|EC140|EC140E|EC160|EC160E|EC180|EC180E|EC200|EC210|EC210B|EC220|EC220E|EC250|EC250E|EC290|EC290B|EC300|EC300E|EC340|EC350|EC350E|EC360|EC380|EC380E|EC460|EC460B|EC480|EC480E|EC700|EC700B|EC750|EC950|EW50|EW55|EW60|EW140|EW140E|EW145|EW160|EW160E|EW180|EW180E|EW200|EW205|EW210|EW210E|EW220|EW230|EW240|L20|L20E|L25|L25E|L30|L30E|L35|L35E|L40|L45|L50|L60|L60E|L70|L70E|L90|L90E|L110|L110E|L120|L120E|L150|L150E|L180|L180E|L220|L220E|L250|L250E|L260H|L350F|L350H|A25|A25E|A25F|A25G|A30|A30E|A30F|A30G|A35|A35E|A35F|A35G|A40|A40E|A40F|A40G|A45G|A60H|DD24|DD25|DD30|DD31|DD38|DD80|DD90|DD100|DD105|DD110|DD115|DD118|DD120|DD130|DD140|P2240|P2340|P2370|P2820|P2870|P4370|P4820|P5320|P5720|P5820|P6820|P7820|SD25|SD45|SD70|SD100|SD105|SD110|SD115|SD116|SD130|SD135|SD160|ABG2820|ABG5820|ABG6820|ABG7820|CR24|CR30|CR35|CR40|PT125R|PT220|PT240|G710|G720|G726|G730|G740|G746|G780|G900|G930|G940|G946|G960|G970|G976|G990|EC460C HD|EC700C HR|EC950E|EW60E|EW240E MH","3501"
"Model",dropdown,1,1,"803|803E|808E|EZ17|EZ17e|EZ20|EZ26|EZ28|EZ36|EZ38|EZ50|EZ53|EZ60|EZ80|ET12|ET16|ET18|ET20|ET24|ET26|ET30|ET35|ET42|ET50|ET57|ET60|ET65|ET85|ET90|ET110|ET145|WL20|WL20e|WL25|WL28|WL32|WL34|WL38|WL44|WL52|WL54|WL60|WL65|WL70|WL80|WL85|WL95|WL110|WL130|WL150|WL175|WL220|DW15|DW18|DW20|DW30|DW45|DW50|DW60|DW90|DW100|DT05|DT08|DT10|DT12|DT14|DV90|DV100|RD7|RD27|RT220|RT440|RT820|1001|1101|1301|1501|1701|1901|2001|2501|2701|3001|3501|3701|5001|6001|6001 Plus|6002|6002 Plus|6003|6003 Plus|6003 Plus WL|AS60|AS900|AS1000|ASW27|ASW35|ASW45|ASW60|EW65|EW100|EW150|DPU100|DPU110|DPU130","3502"
"Model",dropdown,1,1,"XE15U|XE17U|XE18U|XE27U|XE35U|XE40U|XE50U|XE55U|XE60D|XE60U|XE75D|XE80D|XE85D|XE135D|XE150D|XE155D|XE210|XE215D|XE225D|XE235D|XE260D|XE270D|XE305D|XE335D|XE370D|XE370DK|XE380D|XE380DK|XE470D|XE490D|XE490DK|XE500D|XE550D|XE600D|XE700D|XE750D|XE800D|XE900D|XE950D|XE1300D|XE1500D|XE2000D|XE2800E|XE4000E|XE7000E|ZL40G|ZL50G|ZL50GN|ZL60G|LW180KV|LW200K|LW220|LW300|LW300F|LW300FN|LW300FV|LW300K|LW300KN|LW300KV|LW400K|LW400KN|LW500|LW500F|LW500FN|LW500K|LW500KN|LW500KV|LW600K|LW600KN|LW600KV|LW700K|LW700KN|LW800K|LW800KN|LW900K|LW900KN|LW1100K|LW1100KN|LW1200K|LW1200KN|GR135|GR165|GR180|GR215|GR230|GR260|QY8|QY12|QY16|QY20|QY25|QY25K|QY30|QY35|QY40|QY50|QY55|QY60|QY70|QY80|QY90|QY100|QY110|QY130|QY160|QY200|QY220|QY260|QY300|QY350|QY400|QY500|QY650|QY800|QY1000|QY1200|QY1600|QY2000|XGC15|XGC25|XGC55|XGC75|XGC88|XGC100|XGC130|XGC150|XGC180|XGC260|XGC300|XGC400|XGC500|XGC650|XGC800|XGC11000|XGC15000|XGC16000|XGC28000|XGC88000","3503"
"Model",dropdown,1,1,"SV05|SV06|SV08|SV08-1A|SV15|SV16|SV17|SV18|SV20|SV22|SV24|SV26|SV28|SV30|SV33|SV38|SV40|Vio10|Vio12|Vio15|Vio17|Vio20|Vio23|Vio25|Vio27|Vio30|Vio33|Vio35|Vio38|Vio40|Vio45|Vio50|Vio55|Vio57|Vio60|Vio70|Vio75|Vio80|Vio82|ViO20|ViO25|ViO26|ViO30|ViO35|ViO38|ViO40|ViO45|ViO50|ViO55|ViO57|ViO80|B2 Sigma|B3 Sigma|B6 Sigma|B7 Sigma|B7N Sigma|V3 Sigma|V4 Sigma|V5 Sigma|V7 Sigma|V8 Sigma|V10 Sigma|V12 Sigma|V80 Sigma|C08|C12R|C14R|C18R|C20R|C25R|C30R|C35R|C50R|G15|G17|G20|G25|G30","3504"
